Term,Asymptomatic,Symptomatic
Negative Regulation Of DNA-templated DNA Replication (GO:2000104),4.0,4.0
Negative Regulation Of DNA-templated Transcription (GO:0045892),8.0,10.0
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",6.0,8.0
Negative Regulation Of Defense Response (GO:0031348),6.0,9.0
Negative Regulation Of Developmental Process (GO:0051093),5.0,5.0
Negative Regulation Of Double-Strand Break Repair (GO:2000780),5.0,5.0
Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042),5.0,5.0
Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033),2.0,2.0
Negative Regulation Of ERAD Pathway (GO:1904293),1.0,2.0
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),1.0,3.0
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),1.0,3.0
Negative Regulation Of Endocytosis (GO:0045806),1.0,4.0
Negative Regulation Of Endopeptidase Activity (GO:0010951),1.0,
Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471),4.0,4.0
Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236),1.0,2.0
Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),2.0,
Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),2.0,4.0
Negative Regulation Of Endothelial Cell Migration (GO:0010596),2.0,2.0
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),1.0,4.0
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),4.0,5.0
Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175),2.0,3.0
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),4.0,4.0
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),1.0,2.0
Negative Regulation Of Epithelial Cell Migration (GO:0010633),1.0,3.0
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),5.0,7.0
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),5.0,6.0
Negative Regulation Of Erythrocyte Differentiation (GO:0045647),,1.0
Negative Regulation Of Establishment Of Protein Localization (GO:1904950),1.0,1.0
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118),1.0,
Negative Regulation Of Exocytosis (GO:0045920),5.0,6.0
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),4.0,7.0
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),4.0,5.0
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),4.0,5.0
Negative Regulation Of Fat Cell Differentiation (GO:0045599),4.0,5.0
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),,1.0
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),1.0,3.0
Negative Regulation Of Fatty Acid Oxidation (GO:0046322),,1.0
Negative Regulation Of Fibroblast Proliferation (GO:0048147),2.0,2.0
Negative Regulation Of Focal Adhesion Assembly (GO:0051895),4.0,6.0
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),1.0,
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),5.0,5.0
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),4.0,4.0
Negative Regulation Of GTPase Activity (GO:0034260),1.0,1.0
Negative Regulation Of Gene Expression (GO:0010629),12.0,9.0
Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027),5.0,5.0
"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)",7.0,6.0
Negative Regulation Of Glial Cell Proliferation (GO:0060253),5.0,5.0
Negative Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000323),2.0,2.0
Negative Regulation Of Glucose Import (GO:0046325),,2.0
Negative Regulation Of Glucose Transmembrane Transport (GO:0010829),,2.0
Negative Regulation Of Glycolytic Process (GO:0045820),5.0,5.0
Negative Regulation Of Growth (GO:0045926),4.0,4.0
Negative Regulation Of Heart Contraction (GO:0045822),3.0,3.0
Negative Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901533),1.0,1.0
Negative Regulation Of Heterochromatin Formation (GO:0031452),3.0,4.0
Negative Regulation Of Hippo Signaling (GO:0035331),6.0,7.0
Negative Regulation Of Histone Acetylation (GO:0035067),1.0,1.0
Negative Regulation Of Hormone Secretion (GO:0046888),,2.0
Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924),,2.0
Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206),,2.0
Negative Regulation Of Hydrolase Activity (GO:0051346),5.0,5.0
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),4.0,5.0
Negative Regulation Of Immune Effector Process (GO:0002698),,2.0
Negative Regulation Of Immune Response (GO:0050777),4.0,6.0
Negative Regulation Of Inclusion Body Assembly (GO:0090084),4.0,5.0
Negative Regulation Of Inflammatory Response (GO:0050728),3.0,6.0
Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),1.0,3.0
Negative Regulation Of Inflammatory Response To Wounding (GO:0106015),,2.0
Negative Regulation Of Innate Immune Response (GO:0045824),8.0,6.0
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),1.0,3.0
Negative Regulation Of Insulin Secretion (GO:0046676),1.0,
Negative Regulation Of Interferon-Beta Production (GO:0032688),2.0,2.0
Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),,1.0
Negative Regulation Of Interleukin-1 Production (GO:0032692),1.0,3.0
Negative Regulation Of Interleukin-12 Production (GO:0032695),,1.0
Negative Regulation Of Interleukin-17 Production (GO:0032700),,1.0
Negative Regulation Of Interleukin-2 Production (GO:0032703),1.0,2.0
Negative Regulation Of Interleukin-6 Production (GO:0032715),1.0,3.0
Negative Regulation Of Interleukin-8 Production (GO:0032717),2.0,3.0
Negative Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033147),,1.0
Negative Regulation Of Intracellular Protein Transport (GO:0090317),3.0,3.0
Negative Regulation Of Intracellular Signal Transduction (GO:1902532),6.0,10.0
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),4.0,4.0
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),4.0,5.0
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254),1.0,2.0
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),1.0,2.0
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166),1.0,1.0
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),5.0,7.0
Negative Regulation Of JNK Cascade (GO:0046329),1.0,3.0
Negative Regulation Of JUN Kinase Activity (GO:0043508),1.0,3.0
Negative Regulation Of Keratinocyte Proliferation (GO:0010839),1.0,2.0
Negative Regulation Of Kinase Activity (GO:0033673),7.0,9.0
Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747),1.0,1.0
Negative Regulation Of Leukocyte Activation (GO:0002695),1.0,3.0
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),1.0,3.0
Negative Regulation Of Leukocyte Chemotaxis (GO:0002689),,1.0
Negative Regulation Of Leukocyte Degranulation (GO:0043301),,2.0
Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911),3.0,3.0
Negative Regulation Of Leukocyte Migration (GO:0002686),2.0,
Negative Regulation Of Lipase Activity (GO:0060192),,1.0
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),1.0,2.0
Negative Regulation Of Lipid Catabolic Process (GO:0050995),,2.0
Negative Regulation Of Lipid Localization (GO:1905953),1.0,2.0
Negative Regulation Of Lipid Metabolic Process (GO:0045833),,1.0
Negative Regulation Of Lipid Storage (GO:0010888),1.0,1.0
Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005),,1.0
Negative Regulation Of Lipoprotein Particle Clearance (GO:0010985),,4.0
Negative Regulation Of Locomotion (GO:0040013),,2.0
Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),,2.0
Negative Regulation Of Low-Density Lipoprotein Receptor Activity (GO:1905598),,2.0
Negative Regulation Of Lymphocyte Activation (GO:0051250),1.0,4.0
Negative Regulation Of Lymphocyte Apoptotic Process (GO:0070229),,1.0
Negative Regulation Of Lymphocyte Proliferation (GO:0050672),1.0,1.0
Negative Regulation Of MAP Kinase Activity (GO:0043407),1.0,3.0
Negative Regulation Of MAPK Cascade (GO:0043409),3.0,6.0
Negative Regulation Of Macroautophagy (GO:0016242),2.0,2.0
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),10.0,9.0
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),9.0,8.0
Negative Regulation Of Macrophage Activation (GO:0043031),,2.0
Negative Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010745),3.0,3.0
Negative Regulation Of Macrophage Migration (GO:1905522),,1.0
Negative Regulation Of Mast Cell Activation (GO:0033004),,2.0
Negative Regulation Of Metabolic Process (GO:0009892),3.0,4.0
Negative Regulation Of Microtubule Depolymerization (GO:0007026),2.0,5.0
Negative Regulation Of Microtubule Polymerization (GO:0031115),2.0,3.0
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),2.0,5.0
Negative Regulation Of Mitochondrial Fusion (GO:0010637),1.0,2.0
Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917),1.0,1.0
Negative Regulation Of Mitochondrion Organization (GO:0010823),10.0,8.0
Negative Regulation Of Mitotic Cell Cycle (GO:0045930),7.0,7.0
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),6.0,6.0
Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),7.0,7.0
Negative Regulation Of Multicellular Organismal Process (GO:0051241),8.0,10.0
Negative Regulation Of Muscle Hypertrophy (GO:0014741),1.0,1.0
Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),3.0,4.0
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),,2.0
Negative Regulation Of Myoblast Differentiation (GO:0045662),4.0,4.0
Negative Regulation Of Myotube Differentiation (GO:0010832),5.0,5.0
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),6.0,7.0
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223),4.0,5.0
Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226),2.0,2.0
Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),3.0,1.0
Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716),3.0,1.0
Negative Regulation Of Necroptotic Process (GO:0060546),4.0,5.0
Negative Regulation Of Neural Precursor Cell Proliferation (GO:2000178),2.0,2.0
Negative Regulation Of Neurogenesis (GO:0050768),1.0,1.0
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),1.0,3.0
Negative Regulation Of Neuron Death (GO:1901215),3.0,6.0
Negative Regulation Of Neuron Differentiation (GO:0045665),1.0,1.0
Negative Regulation Of Neuron Projection Development (GO:0010977),5.0,8.0
Negative Regulation Of Neuron Projection Regeneration (GO:0070571),1.0,1.0
Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019),1.0,3.0
Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406),1.0,3.0
Negative Regulation Of Notch Signaling Pathway (GO:0045746),3.0,3.0
"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900152)",5.0,1.0
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),5.0,6.0
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823),4.0,4.0
Negative Regulation Of Organelle Assembly (GO:1902116),1.0,3.0
Negative Regulation Of Ossification (GO:0030279),2.0,2.0
Negative Regulation Of Osteoblast Differentiation (GO:0045668),4.0,4.0
Negative Regulation Of Osteoclast Differentiation (GO:0045671),1.0,2.0
Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202),6.0,7.0
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),3.0,4.0
Negative Regulation Of Oxidative Stress-Induced Neuron Death (GO:1903204),3.0,5.0
Negative Regulation Of Oxidoreductase Activity (GO:0051354),,1.0
Negative Regulation Of PERK-mediated Unfolded Protein Response (GO:1903898),1.0,3.0
Negative Regulation Of Peptidase Activity (GO:0010466),1.0,1.0
Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757),2.0,2.0
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),1.0,1.0
Negative Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010801),3.0,2.0
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),3.0,5.0
Negative Regulation Of Phagocytosis (GO:0050765),2.0,4.0
Negative Regulation Of Phosphatase Activity (GO:0010923),3.0,3.0
Negative Regulation Of Phosphate Metabolic Process (GO:0045936),4.0,4.0
Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515),4.0,4.0
Negative Regulation Of Phosphorylation (GO:0042326),7.0,9.0
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),2.0,5.0
Negative Regulation Of Platelet Activation (GO:0010544),,2.0
Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),,2.0
Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380),3.0,3.0
Negative Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901017),2.0,2.0
Negative Regulation Of Programmed Cell Death (GO:0043069),9.0,12.0
Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099),4.0,5.0
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),4.0,5.0
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),5.0,6.0
Negative Regulation Of Protein Autophosphorylation (GO:0031953),,1.0
Negative Regulation Of Protein Binding (GO:0032091),3.0,5.0
Negative Regulation Of Protein Catabolic Process (GO:0042177),3.0,4.0
Negative Regulation Of Protein Dephosphorylation (GO:0035308),3.0,4.0
Negative Regulation Of Protein Depolymerization (GO:1901880),4.0,7.0
Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862),4.0,4.0
Negative Regulation Of Protein Import Into Nucleus (GO:0042308),2.0,2.0
Negative Regulation Of Protein K63-linked Ubiquitination (GO:1900045),3.0,4.0
Negative Regulation Of Protein Kinase Activity (GO:0006469),7.0,9.0
Negative Regulation Of Protein Kinase Activity By Regulation Of Protein Phosphorylation (GO:0044387),1.0,
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),2.0,3.0
Negative Regulation Of Protein Localization (GO:1903828),5.0,7.0
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),2.0,3.0
Negative Regulation Of Protein Localization To Cell Surface (GO:2000009),2.0,3.0
Negative Regulation Of Protein Localization To Chromatin (GO:0120186),3.0,3.0
Negative Regulation Of Protein Localization To Membrane (GO:1905476),1.0,2.0
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),5.0,5.0
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),2.0,3.0
Negative Regulation Of Protein Metabolic Process (GO:0051248),12.0,9.0
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),13.0,11.0
Negative Regulation Of Protein Modification Process (GO:0031400),8.0,10.0
Negative Regulation Of Protein Phosphorylation (GO:0001933),11.0,14.0
Negative Regulation Of Protein Polymerization (GO:0032272),4.0,5.0
Negative Regulation Of Protein Processing (GO:0010955),,1.0
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),7.0,9.0
Negative Regulation Of Protein Transport (GO:0051224),1.0,1.0
Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),2.0,3.0
Negative Regulation Of Protein Ubiquitination (GO:0031397),9.0,9.0
Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),4.0,4.0
Negative Regulation Of Protein-Containing Complex Disassembly (GO:0043242),2.0,3.0
Negative Regulation Of Proteolysis (GO:0045861),1.0,1.0
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),2.0,4.0
Negative Regulation Of RIG-I Signaling Pathway (GO:0039536),1.0,2.0
Negative Regulation Of RNA Catabolic Process (GO:1902369),,1.0
Negative Regulation Of RNA Metabolic Process (GO:0051253),5.0,2.0
Negative Regulation Of RNA Splicing (GO:0033119),3.0,2.0
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),1.0,3.0
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426),4.0,6.0
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893),4.0,6.0
Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),1.0,6.0
Negative Regulation Of Regulated Secretory Pathway (GO:1903306),2.0,2.0
Negative Regulation Of Relaxation Of Muscle (GO:1901078),2.0,2.0
Negative Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090201),8.0,6.0
Negative Regulation Of Response To Biotic Stimulus (GO:0002832),7.0,6.0
Negative Regulation Of Response To Cytokine Stimulus (GO:0060761),2.0,2.0
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),,1.0
Negative Regulation Of Response To External Stimulus (GO:0032102),3.0,7.0
Negative Regulation Of Response To Stimulus (GO:0048585),2.0,3.0
Negative Regulation Of Response To Type II Interferon (GO:0060331),4.0,4.0
Negative Regulation Of Response To Wounding (GO:1903035),,2.0
"Negative Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904153)",4.0,4.0
Negative Regulation Of Rho Protein Signal Transduction (GO:0035024),2.0,2.0
Negative Regulation Of Secretion By Cell (GO:1903531),1.0,2.0
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),2.0,2.0
Negative Regulation Of Signal Transduction (GO:0009968),5.0,7.0
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),6.0,7.0
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),4.0,5.0
Negative Regulation Of Signaling (GO:0023057),5.0,7.0
Negative Regulation Of Signaling Receptor Activity (GO:2000272),2.0,3.0
Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),3.0,5.0
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),4.0,4.0
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),2.0,2.0
Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306),4.0,4.0
Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650),4.0,4.0
Negative Regulation Of Sprouting Angiogenesis (GO:1903671),,2.0
Negative Regulation Of Stem Cell Differentiation (GO:2000737),1.0,1.0
Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),5.0,5.0
Negative Regulation Of Steroid Biosynthetic Process (GO:0010894),5.0,5.0
Negative Regulation Of Stress Fiber Assembly (GO:0051497),4.0,7.0
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),5.0,7.0
Negative Regulation Of Striated Muscle Cell Apoptotic Process (GO:0010664),1.0,1.0
Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154),4.0,4.0
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),6.0,9.0
Negative Regulation Of Synaptic Transmission (GO:0050805),,1.0
Negative Regulation Of T Cell Activation (GO:0050868),1.0,3.0
Negative Regulation Of T Cell Mediated Cytotoxicity (GO:0001915),1.0,2.0
Negative Regulation Of T Cell Mediated Immunity (GO:0002710),1.0,2.0
Negative Regulation Of T Cell Proliferation (GO:0042130),2.0,
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),1.0,3.0
Negative Regulation Of T-helper Cell Differentiation (GO:0045623),1.0,
Negative Regulation Of TOR Signaling (GO:0032007),5.0,8.0
Negative Regulation Of TORC1 Signaling (GO:1904262),2.0,3.0
Negative Regulation Of Telomerase Activity (GO:0051974),5.0,5.0
