Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Regulation Of Lymphocyte Differentiation (GO:0045619),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,PRELID1,GO_Biological_Process_2023
Nucleotide Biosynthetic Process (GO:0009165),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,HPRT1,GO_Biological_Process_2023
Cellular Response To Lectin (GO:1990858),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,KLRC3,GO_Biological_Process_2023
Cellular Response To Misfolded Protein (GO:0071218),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,DNAJB14,GO_Biological_Process_2023
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,KLRC3,GO_Biological_Process_2023
Fluid Transport (GO:0042044),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,AQP3,GO_Biological_Process_2023
Telomere Maintenance Via Telomerase (GO:0007004),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,HSP90AA1,GO_Biological_Process_2023
Gastrulation (GO:0007369),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,LHX1,GO_Biological_Process_2023
Water Transport (GO:0006833),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,AQP3,GO_Biological_Process_2023
Interleukin-1-Mediated Signaling Pathway (GO:0070498),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,TNIP2,GO_Biological_Process_2023
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,DDIT4,GO_Biological_Process_2023
Multicellular Organismal-Level Water Homeostasis (GO:0050891),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,AQP3,GO_Biological_Process_2023
Regulation Of Acute Inflammatory Response (GO:0002673),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,IL6ST,GO_Biological_Process_2023
Regulation Of Autophagy Of Mitochondrion (GO:1903146),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,FBXW7,GO_Biological_Process_2023
Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,CALM2,GO_Biological_Process_2023
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),1/19,0.1440594252976683,0.3681549868564968,0,0,6.796639231824417,13.168688257105174,LATS2,GO_Biological_Process_2023
Protein Ubiquitination (GO:0016567),6/434,0.1443427040979216,0.3681549868564968,0,0,1.7330495862848978,3.354429979135765,DDB1;FBXW7;UBE2D1;ASB11;TRIM37;PCMTD1,GO_Biological_Process_2023
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),2/83,0.146963406190071,0.373162116388659,0,0,3.0298290008434936,5.809914228711731,GRM5;P2RY1,GO_Biological_Process_2023
Vascular Transport (GO:0010232),2/83,0.146963406190071,0.373162116388659,0,0,3.0298290008434936,5.809914228711731,SLC16A7;SLC5A3,GO_Biological_Process_2023
Purine Ribonucleotide Metabolic Process (GO:0009150),2/84,0.1497836584815125,0.374307050639557,0,0,2.992728374488714,5.6818842669271925,HPRT1;ACSM2B,GO_Biological_Process_2023
Anterior/Posterior Axis Specification (GO:0009948),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,LHX1,GO_Biological_Process_2023
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,GRM5,GO_Biological_Process_2023
Response To ATP (GO:0033198),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,P2RY1,GO_Biological_Process_2023
Response To Ketone (GO:1901654),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,YAP1,GO_Biological_Process_2023
Positive Regulation Of Leukocyte Activation (GO:0002696),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,TNIP2,GO_Biological_Process_2023
Limb Morphogenesis (GO:0035108),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,MBNL1,GO_Biological_Process_2023
Maturation Of LSU-rRNA (GO:0000470),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,RPL7L1,GO_Biological_Process_2023
Myoblast Differentiation (GO:0045445),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,MBNL1,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,CALM2,GO_Biological_Process_2023
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),1/20,0.151041964046623,0.374307050639557,0,0,6.43859649122807,12.17021946242288,LATS2,GO_Biological_Process_2023
Transport Across Blood-Brain Barrier (GO:0150104),2/85,0.1526148163009683,0.37493033874805,0,0,2.9565217391304346,5.557782127214415,SLC16A7;SLC5A3,GO_Biological_Process_2023
Positive Regulation Of Protein Localization (GO:1903829),2/85,0.1526148163009683,0.37493033874805,0,0,2.9565217391304346,5.557782127214415,YAP1;SLC5A3,GO_Biological_Process_2023
Integrin-Mediated Signaling Pathway (GO:0007229),2/85,0.1526148163009683,0.37493033874805,0,0,2.9565217391304346,5.557782127214415,ITGB8;CD47,GO_Biological_Process_2023
Negative Regulation Of Cell Cycle (GO:0045786),2/85,0.1526148163009683,0.37493033874805,0,0,2.9565217391304346,5.557782127214415,BTG1;LATS2,GO_Biological_Process_2023
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),2/86,0.1554565178753723,0.3774601108806133,0,0,2.9211771665187816,5.437447670750615,DDB1;ARID1B,GO_Biological_Process_2023
Negative Regulation Of Osteoclast Differentiation (GO:0045671),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,FBXW7,GO_Biological_Process_2023
Regulation Of Lipid Storage (GO:0010883),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,FBXW7,GO_Biological_Process_2023
Aminoglycan Biosynthetic Process (GO:0006023),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,HS3ST3B1,GO_Biological_Process_2023
Regulation Of Transferase Activity (GO:0051338),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,HMBOX1,GO_Biological_Process_2023
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,CCNB1,GO_Biological_Process_2023
Positive Regulation Of Dendritic Spine Development (GO:0060999),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,CAPRIN2,GO_Biological_Process_2023
Sodium Ion Import Across Plasma Membrane (GO:0098719),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,SLC9A4,GO_Biological_Process_2023
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,KLRC3,GO_Biological_Process_2023
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,SPRED1,GO_Biological_Process_2023
Purine Nucleotide Biosynthetic Process (GO:0006164),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,HPRT1,GO_Biological_Process_2023
Regulation Of Cardiac Conduction (GO:1903779),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,ANK2,GO_Biological_Process_2023
Regulation Of Cell-Substrate Junction Assembly (GO:0090109),1/21,0.1579678878134725,0.3774601108806133,0,0,6.116358024691358,11.286903902453782,EFNA5,GO_Biological_Process_2023
Regulation Of Insulin Secretion (GO:0050796),2/87,0.1583084064718807,0.3774790784571105,0,0,2.886664230909755,5.320728979844427,ACSL4;EFNA5,GO_Biological_Process_2023
Negative Regulation Of Protein Kinase Activity (GO:0006469),2/88,0.1611701305032361,0.3810401953576454,0,0,2.8529539217102413,5.207481845883893,SPRED1;EPHA1,GO_Biological_Process_2023
Regulation Of Vesicle-Mediated Transport (GO:0060627),2/89,0.1640413433023591,0.3810401953576454,0,0,2.8200185621474976,5.0975693003520695,MAP2K1;RAB8B,GO_Biological_Process_2023
Sensory Perception Of Mechanical Stimulus (GO:0050954),2/89,0.1640413433023591,0.3810401953576454,0,0,2.8200185621474976,5.0975693003520695,USP53;LHFPL5,GO_Biological_Process_2023
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),2/89,0.1640413433023591,0.3810401953576454,0,0,2.8200185621474976,5.0975693003520695,HSP90AA1;CAPRIN2,GO_Biological_Process_2023
Regulation Of Mitochondrial Translation (GO:0070129),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,METTL8,GO_Biological_Process_2023
Regulation Of Protein Export From Nucleus (GO:0046825),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,UHMK1,GO_Biological_Process_2023
Placenta Development (GO:0001890),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,ITGB8,GO_Biological_Process_2023
Cellular Response To Topologically Incorrect Protein (GO:0035967),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,DNAJB14,GO_Biological_Process_2023
Response To Gamma Radiation (GO:0010332),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,YAP1,GO_Biological_Process_2023
Glucose Transmembrane Transport (GO:1904659),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,SLC5A3,GO_Biological_Process_2023
Positive Regulation Of Phosphatase Activity (GO:0010922),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,CALM2,GO_Biological_Process_2023
Hexose Transmembrane Transport (GO:0008645),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,SLC5A3,GO_Biological_Process_2023
Positive Regulation Of Protein Autophosphorylation (GO:0031954),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,CALM2,GO_Biological_Process_2023
Inositol Phosphate Metabolic Process (GO:0043647),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,IPMK,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623),1/22,0.1648376527934836,0.3810401953576454,0,0,5.824808935920047,10.500931835185956,ANK2,GO_Biological_Process_2023
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),3/172,0.1657044188802012,0.3822652752622529,0,0,2.1821005917159764,3.922434235532146,DSG2;GPC4;NECTIN3,GO_Biological_Process_2023
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),6/456,0.1693451270184968,0.3857914704309586,0,0,1.6464543524416135,2.923800763989706,CREBZF;HMBOX1;POU2F1;ZEB1;MDFIC;LHX1,GO_Biological_Process_2023
Regulation Of Epithelial Cell Proliferation (GO:0050678),2/91,0.1698108732357342,0.3857914704309586,0,0,2.756368204340847,4.887233693814411,YAP1;MCC,GO_Biological_Process_2023
Regulation Of Protein Phosphorylation (GO:0001932),4/265,0.1710186871226086,0.3857914704309586,0,0,1.8868888406949564,3.332212572166896,HSP90AA1;GRM5;P2RY1;EFNA5,GO_Biological_Process_2023
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,LATS2,GO_Biological_Process_2023
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,FAIM,GO_Biological_Process_2023
Cell-Cell Signaling By Wnt (GO:0198738),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,GPC4,GO_Biological_Process_2023
Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,LHX1,GO_Biological_Process_2023
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,FBXW7,GO_Biological_Process_2023
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,HS3ST3B1,GO_Biological_Process_2023
Positive Regulation Of Protein Targeting To Membrane (GO:0090314),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,C2CD5,GO_Biological_Process_2023
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,ACSL4,GO_Biological_Process_2023
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),1/23,0.171651711513334,0.3857914704309586,0,0,5.55976430976431,9.797904748253902,IL6ST,GO_Biological_Process_2023
Sensory Perception Of Sound (GO:0007605),2/92,0.1727085214722565,0.3873995491521959,0,0,2.7256038647343,4.786569097359343,USP53;LHFPL5,GO_Biological_Process_2023
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135),2/93,0.175614320699038,0.3876475281625502,0,0,2.695515664459764,4.688755285070159,HSP90AA1;CAPRIN2,GO_Biological_Process_2023
Protein Modification By Small Protein Conjugation (GO:0032446),5/364,0.1768479494233747,0.3876475281625502,0,0,1.7169704876414795,2.974591204450664,DDB1;FBXW7;ASB11;SENP1;PCMTD1,GO_Biological_Process_2023
ERK1 And ERK2 Cascade (GO:0070371),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,MAP2K1,GO_Biological_Process_2023
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,CALM2,GO_Biological_Process_2023
Regulation Of Microtubule Depolymerization (GO:0031114),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,MAP1B,GO_Biological_Process_2023
Cell Morphogenesis Involved In Differentiation (GO:0000904),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,ARL13B,GO_Biological_Process_2023
Peroxisome Organization (GO:0007031),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,PEX7,GO_Biological_Process_2023
Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,CALM2,GO_Biological_Process_2023
Regulation Of Supramolecular Fiber Organization (GO:1902903),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,MAP1B,GO_Biological_Process_2023
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,CCNB1,GO_Biological_Process_2023
Positive Regulation Of Lipid Metabolic Process (GO:0045834),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,CREB1,GO_Biological_Process_2023
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,KLRC3,GO_Biological_Process_2023
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,CALM2,GO_Biological_Process_2023
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),1/24,0.1784105129450705,0.3876475281625502,0,0,5.317767042404723,9.166065581777534,IL6ST,GO_Biological_Process_2023
"Retrograde Transport, Endosome To Golgi (GO:0042147)",2/94,0.1785279483274194,0.3876475281625502,0,0,2.6660815554955444,4.593685492215139,SPAG9;SNX5,GO_Biological_Process_2023
Sphingolipid Metabolic Process (GO:0006665),2/94,0.1785279483274194,0.3876475281625502,0,0,2.6660815554955444,4.593685492215139,SAMD8;SGMS1,GO_Biological_Process_2023
Positive Regulation Of Apoptotic Process (GO:0043065),4/270,0.1790111429669532,0.3876475281625502,0,0,1.850948125029555,3.1841994304911982,LATS2;BTG1;RYBP;STK3,GO_Biological_Process_2023
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),3/179,0.1797298944909517,0.3876475281625502,0,0,2.0945667613636365,3.594905228407556,MAP2K1;FBXW7;P2RY1,GO_Biological_Process_2023
Positive Regulation Of Cell Migration (GO:0030335),4/272,0.1822432479176687,0.3876475281625502,0,0,1.836947338777809,3.127242951307293,SPAG9;PLCG1;EPHA1;PLET1,GO_Biological_Process_2023
Regulation Of Macroautophagy (GO:0016241),2/96,0.1843774218092011,0.3876475281625502,0,0,2.6090921104797147,4.411375754943547,SESN3;SNX5,GO_Biological_Process_2023
Negative Regulation Of Intracellular Protein Transport (GO:0090317),1/25,0.1851145024353323,0.3876475281625502,0,0,5.095936213991769,8.595726921868458,MDFIC,GO_Biological_Process_2023
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),1/25,0.1851145024353323,0.3876475281625502,0,0,5.095936213991769,8.595726921868458,FBXW7,GO_Biological_Process_2023
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),1/25,0.1851145024353323,0.3876475281625502,0,0,5.095936213991769,8.595726921868458,YAP1,GO_Biological_Process_2023
Negative Regulation Of Protein Transport (GO:0051224),1/25,0.1851145024353323,0.3876475281625502,0,0,5.095936213991769,8.595726921868458,NDFIP2,GO_Biological_Process_2023
