pathway,pthwy_id,fold_enrichment,q-value,cohort
glial cell activation,GO:0061900,2.8936126724578433,0.008308734851076699,symptomatic
"CD4-positive, alpha-beta T cell differentiation involved in immune response",GO:0002294,2.8877669902912624,0.003515712780797002,symptomatic
T-helper cell differentiation,GO:0042093,2.8877669902912624,0.003510774981947568,symptomatic
negative regulation of muscle cell apoptotic process,GO:0010656,2.8877669902912624,0.003513242146376203,symptomatic
regulation of apoptotic signaling pathway,GO:2001233,2.886017888540631,1.9025954709546702e-23,symptomatic
cellular response to leukemia inhibitory factor,GO:1990830,2.8854769292363125,3.5846052183256414e-06,symptomatic
cellular response to insulin stimulus,GO:0032869,2.884785300058643,3.005589681171943e-09,symptomatic
regulation of endothelial cell apoptotic process,GO:2000351,2.8834951456310676,0.0014755569955020363,symptomatic
cellular response to steroid hormone stimulus,GO:0071383,2.8834951456310676,1.1779886219996757e-09,symptomatic
positive regulation of extrinsic apoptotic signaling pathway,GO:2001238,2.8834951456310676,0.0014767605493319726,symptomatic
cellular response to growth factor stimulus,GO:0071363,2.883090444557997,2.838398888641965e-29,symptomatic
regulation of smooth muscle cell migration,GO:0014910,2.8776699029126216,0.0002417446400291863,symptomatic
negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030512,2.871224953522,6.39167297800201e-06,symptomatic
apoptotic signaling pathway,GO:0097190,2.8695476401947873,3.4047204341761186e-19,symptomatic
epigenetic regulation of gene expression,GO:0040029,2.8634708737864076,1.3103235109902228e-11,symptomatic
positive regulation of protein tyrosine kinase activity,GO:0061098,2.8560332871012486,0.034401214270561524,symptomatic
negative regulation of gliogenesis,GO:0014014,2.8560332871012486,0.0059925754301502,symptomatic
endoderm development,GO:0007492,2.8560332871012486,2.827370753534005e-05,symptomatic
response to increased oxygen levels,GO:0036296,2.8560332871012486,0.0344485119987062,symptomatic
cellular response to UV,GO:0034644,2.8560332871012486,1.125140218086303e-05,symptomatic
response to gonadotropin,GO:0034698,2.8560332871012486,0.034432731645065016,symptomatic
regulation of membrane protein ectodomain proteolysis,GO:0051043,2.8560332871012486,0.03446430682309808,symptomatic
vesicle transport along microtubule,GO:0047496,2.8560332871012486,0.005988756070411418,symptomatic
telencephalon glial cell migration,GO:0022030,2.8560332871012486,0.0345117783200996,symptomatic
negative regulation of myeloid leukocyte differentiation,GO:0002762,2.8560332871012486,0.001035000569243404,symptomatic
negative regulation of steroid metabolic process,GO:0045939,2.8560332871012486,0.03441696574229713,symptomatic
neurotrophin signaling pathway,GO:0038179,2.8560332871012486,0.034480116138154555,symptomatic
cerebral cortex radial glia-guided migration,GO:0021801,2.8560332871012486,0.034385477210053486,symptomatic
cell fate determination,GO:0001709,2.8560332871012486,0.005996399664630194,symptomatic
response to iron ion,GO:0010039,2.8560332871012486,0.034495939963826036,symptomatic
positive regulation of epidermal growth factor receptor signaling pathway,GO:0045742,2.8560332871012486,0.03452763122699905,symptomatic
coronary vasculature development,GO:0060976,2.856033287101248,0.002523702151254197,symptomatic
positive regulation of protein modification by small protein conjugation or removal,GO:1903322,2.856033287101248,4.208575865404847e-08,symptomatic
lymphocyte homeostasis,GO:0002260,2.856033287101248,0.0001717324311498229,symptomatic
response to insulin,GO:0032868,2.856033287101248,5.229380435864592e-13,symptomatic
neuroinflammatory response,GO:0150076,2.856033287101248,0.00252558410662426,symptomatic
ephrin receptor signaling pathway,GO:0048013,2.856033287101248,0.002527468870882935,symptomatic
response to growth factor,GO:0070848,2.844744617982271,3.9796407329656255e-30,symptomatic
intracellular receptor signaling pathway,GO:0030522,2.8410015329586105,2.9625254410511164e-11,symptomatic
regulation of extrinsic apoptotic signaling pathway,GO:2001236,2.8376072658941434,3.283509876110797e-09,symptomatic
negative regulation of neuron differentiation,GO:0045665,2.8367357648911047,0.0001226513879270101,symptomatic
osteoblast differentiation,GO:0001649,2.83577773187358,2.0685197832461833e-08,symptomatic
regulation of cysteine-type endopeptidase activity,GO:2000116,2.83395055549995,2.043032808258125e-11,symptomatic
response to leukemia inhibitory factor,GO:1990823,2.827184466019417,5.548332181751512e-06,symptomatic
regulation of cell cycle G1/S phase transition,GO:1902806,2.8261271793829104,3.6718877418700785e-11,symptomatic
alpha-beta T cell activation involved in immune response,GO:0002287,2.8249894470240604,0.004340576696194376,symptomatic
cellular response to glucose starvation,GO:0042149,2.8249894470240604,0.004337605733363305,symptomatic
alpha-beta T cell differentiation involved in immune response,GO:0002293,2.8249894470240604,0.004343551731626997,symptomatic
response to reactive oxygen species,GO:0000302,2.8237617245351325,2.442158444497987e-10,symptomatic
transforming growth factor beta receptor superfamily signaling pathway,GO:0141091,2.8224328954882925,6.34905569164567e-10,symptomatic
regulation of striated muscle cell differentiation,GO:0051153,2.8224328954882925,3.4731908588132516e-05,symptomatic
chaperone cofactor-dependent protein refolding,GO:0051085,2.8114077669902913,0.02440563661503876,symptomatic
negative regulation of DNA binding,GO:0043392,2.8114077669902913,0.024393719800285325,symptomatic
regulation of neuron projection regeneration,GO:0070570,2.8114077669902913,0.024417565078682476,symptomatic
salivary gland development,GO:0007431,2.8114077669902913,0.02445342053401094,symptomatic
regulation of programmed necrotic cell death,GO:0062098,2.8114077669902913,0.02438181461736669,symptomatic
neural tube patterning,GO:0021532,2.8114077669902913,0.024441457021029525,symptomatic
regulation of fatty acid transport,GO:2000191,2.8114077669902913,0.024429505208305304,symptomatic
mitotic DNA integrity checkpoint signaling,GO:0044774,2.8078978946220134,2.4861445392816505e-05,symptomatic
positive regulation of apoptotic signaling pathway,GO:2001235,2.804665781937557,4.536606977586889e-08,symptomatic
positive regulation of neurogenesis,GO:0050769,2.803788775751835,5.149093979080626e-14,symptomatic
regulation of dephosphorylation,GO:0035303,2.8026494873423466,2.7582654937677045e-06,symptomatic
regulation of fat cell differentiation,GO:0045598,2.801941747572816,1.1676867567295932e-07,symptomatic
response to nicotine,GO:0035094,2.7989126213592237,0.003100260114252448,symptomatic
regulation of protein tyrosine kinase activity,GO:0061097,2.7989126213592237,0.003098013548952265,symptomatic
response to nerve growth factor,GO:1990089,2.7989126213592237,0.0031025099401699023,symptomatic
positive regulation of endothelial cell proliferation,GO:0001938,2.7946132164108985,1.7363156588290945e-05,symptomatic
artery morphogenesis,GO:0048844,2.793032552826956,0.0003665660821791648,symptomatic
cytoplasmic pattern recognition receptor signaling pathway,GO:0002753,2.793032552826956,0.0003662179662416727,symptomatic
regulation of intracellular protein transport,GO:0033157,2.7911234396671287,8.88062842989272e-09,symptomatic
regulation of polysaccharide metabolic process,GO:0032881,2.789613908331452,0.0073900051396878896,symptomatic
cellular response to peptide hormone stimulus,GO:0071375,2.781177575947385,8.003910001685637e-14,symptomatic
TOR signaling,GO:0031929,2.7766990291262137,0.01735709475360128,symptomatic
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,GO:2001240,2.7766990291262137,0.017366153780090633,symptomatic
striated muscle cell proliferation,GO:0014855,2.7766990291262137,0.017339005024832543,symptomatic
negative regulation of signal transduction in absence of ligand,GO:1901099,2.7766990291262137,0.017348045173437774,symptomatic
"phagocytosis, engulfment",GO:0006911,2.7766990291262137,0.017375222267704257,symptomatic
regulation of ATP metabolic process,GO:1903578,2.7766990291262137,0.0002605397392617687,symptomatic
vesicle cytoskeletal trafficking,GO:0099518,2.7766990291262132,0.0021824921452705853,symptomatic
morphogenesis of an epithelial sheet,GO:0002011,2.7766990291262132,0.0021841442967810098,symptomatic
mitotic cytokinesis,GO:0000281,2.770008188092174,7.43790310275416e-05,symptomatic
regulation of translation,GO:0006417,2.7693726464636117,6.911035383588255e-21,symptomatic
protein import into nucleus,GO:0006606,2.7667822468793344,2.387389741198179e-06,symptomatic
platelet aggregation,GO:0070527,2.7648832885767405,0.005214004967139959,symptomatic
negative regulation of MAP kinase activity,GO:0043407,2.7648832885767405,0.005210594891948892,symptomatic
prostate gland development,GO:0030850,2.7648832885767405,0.005207189274372455,symptomatic
negative regulation of organelle assembly,GO:1902116,2.7648832885767405,0.005217419508703246,symptomatic
regulation of protein serine/threonine kinase activity,GO:0071900,2.7640776699029126,1.8289219526449972e-14,symptomatic
cellular response to abiotic stimulus,GO:0071214,2.7629017668696862,1.3163311980176454e-17,symptomatic
cellular response to environmental stimulus,GO:0104004,2.7629017668696862,1.309941240745715e-17,symptomatic
tube development,GO:0035295,2.758011049723757,0.03144067559620494,asymptomatic
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:1902042,2.7575493806494813,0.04186029465642965,symptomatic
phosphatidylinositol dephosphorylation,GO:0046856,2.7575493806494813,0.04184182959482558,symptomatic
regulation of androgen receptor signaling pathway,GO:0060765,2.7575493806494813,0.04182338081634462,symptomatic
negative regulation of small GTPase mediated signal transduction,GO:0051058,2.7575493806494813,0.0015734860990355183,symptomatic
cardiac ventricle development,GO:0003231,2.75483525724333,4.584385160151842e-07,symptomatic
regulation of amide metabolic process,GO:0034248,2.752880843323325,4.9135392734607314e-24,symptomatic
fibroblast proliferation,GO:0048144,2.748932038834951,0.012280871444916984,symptomatic
establishment of protein localization to endoplasmic reticulum,GO:0072599,2.748932038834951,0.012274082682371425,symptomatic
steroid hormone mediated signaling pathway,GO:0043401,2.748932038834951,0.00013091735584366194,symptomatic
cellular response to nutrient,GO:0031670,2.748932038834951,0.012287667721311516,symptomatic
protein depolymerization,GO:0051261,2.748932038834951,0.012294471524036494,symptomatic
positive regulation of cysteine-type endopeptidase activity,GO:2001056,2.7470243830134145,3.1809864164132545e-07,symptomatic
regulation of epithelial cell differentiation,GO:0030856,2.737789870756292,1.648314346203176e-08,symptomatic
response to decreased oxygen levels,GO:0036293,2.735093766800544,2.4904595707503083e-16,symptomatic
intracellular glucose homeostasis,GO:0001678,2.7347865909507236,7.330862004458224e-06,symptomatic
canonical Wnt signaling pathway,GO:0060070,2.7347865909507236,7.341158158958868e-06,symptomatic
regulation of mitochondrion organization,GO:0010821,2.7322718446601946,4.172418703491524e-08,symptomatic
mesenchymal cell differentiation,GO:0048762,2.73149695190788,3.2316256097853223e-09,symptomatic
transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0007178,2.73117937291103,8.801581578133747e-10,symptomatic
regulation of insulin receptor signaling pathway,GO:0046626,2.7262135922330097,0.0007805625541331379,symptomatic
positive regulation of ATP metabolic process,GO:1903580,2.7262135922330097,0.0295163110902563,symptomatic
clathrin-dependent endocytosis,GO:0072583,2.7262135922330097,0.029502421061507942,symptomatic
BMP signaling pathway,GO:0030509,2.7262135922330097,0.00022250670506751316,symptomatic
hair follicle morphogenesis,GO:0031069,2.7262135922330097,0.02953021420428845,symptomatic
cellular response to peptide,GO:1901653,2.7262135922330097,3.082568662347548e-16,symptomatic
regulation of fibroblast growth factor receptor signaling pathway,GO:0040036,2.7262135922330097,0.029558059762236858,symptomatic
microtubule organizing center localization,GO:0061842,2.7262135922330097,0.029544130422103854,symptomatic
centrosome localization,GO:0051642,2.7262135922330097,0.029572002243256783,symptomatic
regulation of erythrocyte differentiation,GO:0045646,2.7262135922330093,0.008751589558800605,symptomatic
T cell homeostasis,GO:0043029,2.7262135922330093,0.008741281443890357,symptomatic
muscle cell proliferation,GO:0033002,2.7262135922330093,0.008746432464187288,symptomatic
negative regulation of mitotic cell cycle,GO:0045930,2.717838128047962,2.1160986509241344e-11,symptomatic
regulation of TORC1 signaling,GO:1903432,2.716336006753904,4.541184948126e-05,symptomatic
cellular response to ionizing radiation,GO:0071479,2.7132316227461857,0.0005478553378296078,symptomatic
regulation of mitotic sister chromatid separation,GO:0010965,2.710811255553727,0.001905143761659179,symptomatic
regulation of SMAD protein signal transduction,GO:0060390,2.710811255553727,0.0019081392707183916,symptomatic
nucleoside diphosphate catabolic process,GO:0009134,2.710811255553727,0.0019066403396337738,symptomatic
